neuron_id,well,tile,condition,stimulation,timepoint,timepoint_idx,rfp1_path,halo_path,rfp1_masked_path,halo_masked_path,class_label
A4_tile2_n18,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n18_T0.png,images/Halo/A4_tile2_n18_T0.png,images/RFP1_masked/A4_tile2_n18_T0.png,images/Halo_masked/A4_tile2_n18_T0.png,T0
A4_tile2_n130,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n130_T0.png,images/Halo/A4_tile2_n130_T0.png,images/RFP1_masked/A4_tile2_n130_T0.png,images/Halo_masked/A4_tile2_n130_T0.png,T0
A4_tile2_n185,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n185_T0.png,images/Halo/A4_tile2_n185_T0.png,images/RFP1_masked/A4_tile2_n185_T0.png,images/Halo_masked/A4_tile2_n185_T0.png,T0
A4_tile3_n394,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n394_T0.png,images/Halo/A4_tile3_n394_T0.png,images/RFP1_masked/A4_tile3_n394_T0.png,images/Halo_masked/A4_tile3_n394_T0.png,T0
A4_tile3_n161,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n161_T0.png,images/Halo/A4_tile3_n161_T0.png,images/RFP1_masked/A4_tile3_n161_T0.png,images/Halo_masked/A4_tile3_n161_T0.png,T0
A4_tile2_n139,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n139_T0.png,images/Halo/A4_tile2_n139_T0.png,images/RFP1_masked/A4_tile2_n139_T0.png,images/Halo_masked/A4_tile2_n139_T0.png,T0
A4_tile2_n41,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n41_T0.png,images/Halo/A4_tile2_n41_T0.png,images/RFP1_masked/A4_tile2_n41_T0.png,images/Halo_masked/A4_tile2_n41_T0.png,T0
A4_tile3_n439,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n439_T0.png,images/Halo/A4_tile3_n439_T0.png,images/RFP1_masked/A4_tile3_n439_T0.png,images/Halo_masked/A4_tile3_n439_T0.png,T0
A4_tile3_n329,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n329_T0.png,images/Halo/A4_tile3_n329_T0.png,images/RFP1_masked/A4_tile3_n329_T0.png,images/Halo_masked/A4_tile3_n329_T0.png,T0
A4_tile3_n23,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n23_T0.png,images/Halo/A4_tile3_n23_T0.png,images/RFP1_masked/A4_tile3_n23_T0.png,images/Halo_masked/A4_tile3_n23_T0.png,T0
A4_tile2_n15,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n15_T0.png,images/Halo/A4_tile2_n15_T0.png,images/RFP1_masked/A4_tile2_n15_T0.png,images/Halo_masked/A4_tile2_n15_T0.png,T0
A4_tile3_n195,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n195_T0.png,images/Halo/A4_tile3_n195_T0.png,images/RFP1_masked/A4_tile3_n195_T0.png,images/Halo_masked/A4_tile3_n195_T0.png,T0
A4_tile2_n123,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n123_T0.png,images/Halo/A4_tile2_n123_T0.png,images/RFP1_masked/A4_tile2_n123_T0.png,images/Halo_masked/A4_tile2_n123_T0.png,T0
A4_tile3_n398,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n398_T0.png,images/Halo/A4_tile3_n398_T0.png,images/RFP1_masked/A4_tile3_n398_T0.png,images/Halo_masked/A4_tile3_n398_T0.png,T0
A4_tile3_n25,A4,3,Control,10000ms,T0,0,images/RFP1/A4_tile3_n25_T0.png,images/Halo/A4_tile3_n25_T0.png,images/RFP1_masked/A4_tile3_n25_T0.png,images/Halo_masked/A4_tile3_n25_T0.png,T0
A4_tile2_n120,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n120_T0.png,images/Halo/A4_tile2_n120_T0.png,images/RFP1_masked/A4_tile2_n120_T0.png,images/Halo_masked/A4_tile2_n120_T0.png,T0
A4_tile2_n13,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n13_T0.png,images/Halo/A4_tile2_n13_T0.png,images/RFP1_masked/A4_tile2_n13_T0.png,images/Halo_masked/A4_tile2_n13_T0.png,T0
A4_tile2_n173,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n173_T0.png,images/Halo/A4_tile2_n173_T0.png,images/RFP1_masked/A4_tile2_n173_T0.png,images/Halo_masked/A4_tile2_n173_T0.png,T0
A4_tile2_n83,A4,2,Control,10000ms,T0,0,images/RFP1/A4_tile2_n83_T0.png,images/Halo/A4_tile2_n83_T0.png,images/RFP1_masked/A4_tile2_n83_T0.png,images/Halo_masked/A4_tile2_n83_T0.png,T0
B1_tile3_n293,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n293_T0.png,images/Halo/B1_tile3_n293_T0.png,images/RFP1_masked/B1_tile3_n293_T0.png,images/Halo_masked/B1_tile3_n293_T0.png,T0
B1_tile3_n185,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n185_T0.png,images/Halo/B1_tile3_n185_T0.png,images/RFP1_masked/B1_tile3_n185_T0.png,images/Halo_masked/B1_tile3_n185_T0.png,T0
B1_tile3_n136,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n136_T0.png,images/Halo/B1_tile3_n136_T0.png,images/RFP1_masked/B1_tile3_n136_T0.png,images/Halo_masked/B1_tile3_n136_T0.png,T0
B1_tile2_n110,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n110_T0.png,images/Halo/B1_tile2_n110_T0.png,images/RFP1_masked/B1_tile2_n110_T0.png,images/Halo_masked/B1_tile2_n110_T0.png,T0
B1_tile3_n270,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n270_T0.png,images/Halo/B1_tile3_n270_T0.png,images/RFP1_masked/B1_tile3_n270_T0.png,images/Halo_masked/B1_tile3_n270_T0.png,T0
B1_tile3_n213,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n213_T0.png,images/Halo/B1_tile3_n213_T0.png,images/RFP1_masked/B1_tile3_n213_T0.png,images/Halo_masked/B1_tile3_n213_T0.png,T0
B1_tile3_n183,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n183_T0.png,images/Halo/B1_tile3_n183_T0.png,images/RFP1_masked/B1_tile3_n183_T0.png,images/Halo_masked/B1_tile3_n183_T0.png,T0
B1_tile2_n29,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n29_T0.png,images/Halo/B1_tile2_n29_T0.png,images/RFP1_masked/B1_tile2_n29_T0.png,images/Halo_masked/B1_tile2_n29_T0.png,T0
B1_tile3_n245,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n245_T0.png,images/Halo/B1_tile3_n245_T0.png,images/RFP1_masked/B1_tile3_n245_T0.png,images/Halo_masked/B1_tile3_n245_T0.png,T0
B1_tile2_n2,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n2_T0.png,images/Halo/B1_tile2_n2_T0.png,images/RFP1_masked/B1_tile2_n2_T0.png,images/Halo_masked/B1_tile2_n2_T0.png,T0
B1_tile3_n219,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n219_T0.png,images/Halo/B1_tile3_n219_T0.png,images/RFP1_masked/B1_tile3_n219_T0.png,images/Halo_masked/B1_tile3_n219_T0.png,T0
B1_tile2_n107,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n107_T0.png,images/Halo/B1_tile2_n107_T0.png,images/RFP1_masked/B1_tile2_n107_T0.png,images/Halo_masked/B1_tile2_n107_T0.png,T0
B1_tile2_n76,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n76_T0.png,images/Halo/B1_tile2_n76_T0.png,images/RFP1_masked/B1_tile2_n76_T0.png,images/Halo_masked/B1_tile2_n76_T0.png,T0
B1_tile3_n128,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n128_T0.png,images/Halo/B1_tile3_n128_T0.png,images/RFP1_masked/B1_tile3_n128_T0.png,images/Halo_masked/B1_tile3_n128_T0.png,T0
B1_tile2_n361,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n361_T0.png,images/Halo/B1_tile2_n361_T0.png,images/RFP1_masked/B1_tile2_n361_T0.png,images/Halo_masked/B1_tile2_n361_T0.png,T0
B1_tile3_n191,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n191_T0.png,images/Halo/B1_tile3_n191_T0.png,images/RFP1_masked/B1_tile3_n191_T0.png,images/Halo_masked/B1_tile3_n191_T0.png,T0
B1_tile2_n350,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n350_T0.png,images/Halo/B1_tile2_n350_T0.png,images/RFP1_masked/B1_tile2_n350_T0.png,images/Halo_masked/B1_tile2_n350_T0.png,T0
B1_tile3_n24,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n24_T0.png,images/Halo/B1_tile3_n24_T0.png,images/RFP1_masked/B1_tile3_n24_T0.png,images/Halo_masked/B1_tile3_n24_T0.png,T0
B1_tile2_n17,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n17_T0.png,images/Halo/B1_tile2_n17_T0.png,images/RFP1_masked/B1_tile2_n17_T0.png,images/Halo_masked/B1_tile2_n17_T0.png,T0
B1_tile2_n372,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n372_T0.png,images/Halo/B1_tile2_n372_T0.png,images/RFP1_masked/B1_tile2_n372_T0.png,images/Halo_masked/B1_tile2_n372_T0.png,T0
B1_tile3_n3,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n3_T0.png,images/Halo/B1_tile3_n3_T0.png,images/RFP1_masked/B1_tile3_n3_T0.png,images/Halo_masked/B1_tile3_n3_T0.png,T0
B1_tile3_n140,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n140_T0.png,images/Halo/B1_tile3_n140_T0.png,images/RFP1_masked/B1_tile3_n140_T0.png,images/Halo_masked/B1_tile3_n140_T0.png,T0
B1_tile2_n95,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n95_T0.png,images/Halo/B1_tile2_n95_T0.png,images/RFP1_masked/B1_tile2_n95_T0.png,images/Halo_masked/B1_tile2_n95_T0.png,T0
B1_tile2_n349,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n349_T0.png,images/Halo/B1_tile2_n349_T0.png,images/RFP1_masked/B1_tile2_n349_T0.png,images/Halo_masked/B1_tile2_n349_T0.png,T0
B1_tile2_n14,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n14_T0.png,images/Halo/B1_tile2_n14_T0.png,images/RFP1_masked/B1_tile2_n14_T0.png,images/Halo_masked/B1_tile2_n14_T0.png,T0
B1_tile3_n82,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n82_T0.png,images/Halo/B1_tile3_n82_T0.png,images/RFP1_masked/B1_tile3_n82_T0.png,images/Halo_masked/B1_tile3_n82_T0.png,T0
B1_tile3_n98,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n98_T0.png,images/Halo/B1_tile3_n98_T0.png,images/RFP1_masked/B1_tile3_n98_T0.png,images/Halo_masked/B1_tile3_n98_T0.png,T0
B1_tile3_n154,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n154_T0.png,images/Halo/B1_tile3_n154_T0.png,images/RFP1_masked/B1_tile3_n154_T0.png,images/Halo_masked/B1_tile3_n154_T0.png,T0
B1_tile2_n299,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n299_T0.png,images/Halo/B1_tile2_n299_T0.png,images/RFP1_masked/B1_tile2_n299_T0.png,images/Halo_masked/B1_tile2_n299_T0.png,T0
B1_tile3_n143,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n143_T0.png,images/Halo/B1_tile3_n143_T0.png,images/RFP1_masked/B1_tile3_n143_T0.png,images/Halo_masked/B1_tile3_n143_T0.png,T0
B1_tile3_n72,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n72_T0.png,images/Halo/B1_tile3_n72_T0.png,images/RFP1_masked/B1_tile3_n72_T0.png,images/Halo_masked/B1_tile3_n72_T0.png,T0
B1_tile3_n84,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n84_T0.png,images/Halo/B1_tile3_n84_T0.png,images/RFP1_masked/B1_tile3_n84_T0.png,images/Halo_masked/B1_tile3_n84_T0.png,T0
B1_tile2_n105,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n105_T0.png,images/Halo/B1_tile2_n105_T0.png,images/RFP1_masked/B1_tile2_n105_T0.png,images/Halo_masked/B1_tile2_n105_T0.png,T0
B1_tile3_n316,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n316_T0.png,images/Halo/B1_tile3_n316_T0.png,images/RFP1_masked/B1_tile3_n316_T0.png,images/Halo_masked/B1_tile3_n316_T0.png,T0
B1_tile2_n79,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n79_T0.png,images/Halo/B1_tile2_n79_T0.png,images/RFP1_masked/B1_tile2_n79_T0.png,images/Halo_masked/B1_tile2_n79_T0.png,T0
B1_tile2_n25,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n25_T0.png,images/Halo/B1_tile2_n25_T0.png,images/RFP1_masked/B1_tile2_n25_T0.png,images/Halo_masked/B1_tile2_n25_T0.png,T0
B1_tile2_n173,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n173_T0.png,images/Halo/B1_tile2_n173_T0.png,images/RFP1_masked/B1_tile2_n173_T0.png,images/Halo_masked/B1_tile2_n173_T0.png,T0
B1_tile3_n244,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n244_T0.png,images/Halo/B1_tile3_n244_T0.png,images/RFP1_masked/B1_tile3_n244_T0.png,images/Halo_masked/B1_tile3_n244_T0.png,T0
B1_tile2_n195,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n195_T0.png,images/Halo/B1_tile2_n195_T0.png,images/RFP1_masked/B1_tile2_n195_T0.png,images/Halo_masked/B1_tile2_n195_T0.png,T0
B1_tile3_n257,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n257_T0.png,images/Halo/B1_tile3_n257_T0.png,images/RFP1_masked/B1_tile3_n257_T0.png,images/Halo_masked/B1_tile3_n257_T0.png,T0
B1_tile3_n26,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n26_T0.png,images/Halo/B1_tile3_n26_T0.png,images/RFP1_masked/B1_tile3_n26_T0.png,images/Halo_masked/B1_tile3_n26_T0.png,T0
B1_tile2_n167,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n167_T0.png,images/Halo/B1_tile2_n167_T0.png,images/RFP1_masked/B1_tile2_n167_T0.png,images/Halo_masked/B1_tile2_n167_T0.png,T0
B1_tile2_n333,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n333_T0.png,images/Halo/B1_tile2_n333_T0.png,images/RFP1_masked/B1_tile2_n333_T0.png,images/Halo_masked/B1_tile2_n333_T0.png,T0
B1_tile2_n324,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n324_T0.png,images/Halo/B1_tile2_n324_T0.png,images/RFP1_masked/B1_tile2_n324_T0.png,images/Halo_masked/B1_tile2_n324_T0.png,T0
B1_tile2_n332,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n332_T0.png,images/Halo/B1_tile2_n332_T0.png,images/RFP1_masked/B1_tile2_n332_T0.png,images/Halo_masked/B1_tile2_n332_T0.png,T0
B1_tile2_n320,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n320_T0.png,images/Halo/B1_tile2_n320_T0.png,images/RFP1_masked/B1_tile2_n320_T0.png,images/Halo_masked/B1_tile2_n320_T0.png,T0
B1_tile2_n156,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n156_T0.png,images/Halo/B1_tile2_n156_T0.png,images/RFP1_masked/B1_tile2_n156_T0.png,images/Halo_masked/B1_tile2_n156_T0.png,T0
B1_tile3_n184,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n184_T0.png,images/Halo/B1_tile3_n184_T0.png,images/RFP1_masked/B1_tile3_n184_T0.png,images/Halo_masked/B1_tile3_n184_T0.png,T0
B1_tile2_n231,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n231_T0.png,images/Halo/B1_tile2_n231_T0.png,images/RFP1_masked/B1_tile2_n231_T0.png,images/Halo_masked/B1_tile2_n231_T0.png,T0
B1_tile2_n239,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n239_T0.png,images/Halo/B1_tile2_n239_T0.png,images/RFP1_masked/B1_tile2_n239_T0.png,images/Halo_masked/B1_tile2_n239_T0.png,T0
B1_tile3_n55,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n55_T0.png,images/Halo/B1_tile3_n55_T0.png,images/RFP1_masked/B1_tile3_n55_T0.png,images/Halo_masked/B1_tile3_n55_T0.png,T0
B1_tile3_n29,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n29_T0.png,images/Halo/B1_tile3_n29_T0.png,images/RFP1_masked/B1_tile3_n29_T0.png,images/Halo_masked/B1_tile3_n29_T0.png,T0
B1_tile3_n96,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n96_T0.png,images/Halo/B1_tile3_n96_T0.png,images/RFP1_masked/B1_tile3_n96_T0.png,images/Halo_masked/B1_tile3_n96_T0.png,T0
B1_tile2_n87,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n87_T0.png,images/Halo/B1_tile2_n87_T0.png,images/RFP1_masked/B1_tile2_n87_T0.png,images/Halo_masked/B1_tile2_n87_T0.png,T0
B1_tile3_n54,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n54_T0.png,images/Halo/B1_tile3_n54_T0.png,images/RFP1_masked/B1_tile3_n54_T0.png,images/Halo_masked/B1_tile3_n54_T0.png,T0
B1_tile3_n209,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n209_T0.png,images/Halo/B1_tile3_n209_T0.png,images/RFP1_masked/B1_tile3_n209_T0.png,images/Halo_masked/B1_tile3_n209_T0.png,T0
B1_tile3_n217,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n217_T0.png,images/Halo/B1_tile3_n217_T0.png,images/RFP1_masked/B1_tile3_n217_T0.png,images/Halo_masked/B1_tile3_n217_T0.png,T0
B1_tile2_n117,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n117_T0.png,images/Halo/B1_tile2_n117_T0.png,images/RFP1_masked/B1_tile2_n117_T0.png,images/Halo_masked/B1_tile2_n117_T0.png,T0
B1_tile2_n31,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n31_T0.png,images/Halo/B1_tile2_n31_T0.png,images/RFP1_masked/B1_tile2_n31_T0.png,images/Halo_masked/B1_tile2_n31_T0.png,T0
B1_tile2_n28,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n28_T0.png,images/Halo/B1_tile2_n28_T0.png,images/RFP1_masked/B1_tile2_n28_T0.png,images/Halo_masked/B1_tile2_n28_T0.png,T0
B1_tile2_n357,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n357_T0.png,images/Halo/B1_tile2_n357_T0.png,images/RFP1_masked/B1_tile2_n357_T0.png,images/Halo_masked/B1_tile2_n357_T0.png,T0
B1_tile3_n126,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n126_T0.png,images/Halo/B1_tile3_n126_T0.png,images/RFP1_masked/B1_tile3_n126_T0.png,images/Halo_masked/B1_tile3_n126_T0.png,T0
B1_tile2_n34,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n34_T0.png,images/Halo/B1_tile2_n34_T0.png,images/RFP1_masked/B1_tile2_n34_T0.png,images/Halo_masked/B1_tile2_n34_T0.png,T0
B1_tile2_n78,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n78_T0.png,images/Halo/B1_tile2_n78_T0.png,images/RFP1_masked/B1_tile2_n78_T0.png,images/Halo_masked/B1_tile2_n78_T0.png,T0
B1_tile3_n236,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n236_T0.png,images/Halo/B1_tile3_n236_T0.png,images/RFP1_masked/B1_tile3_n236_T0.png,images/Halo_masked/B1_tile3_n236_T0.png,T0
B1_tile2_n16,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n16_T0.png,images/Halo/B1_tile2_n16_T0.png,images/RFP1_masked/B1_tile2_n16_T0.png,images/Halo_masked/B1_tile2_n16_T0.png,T0
B1_tile3_n309,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n309_T0.png,images/Halo/B1_tile3_n309_T0.png,images/RFP1_masked/B1_tile3_n309_T0.png,images/Halo_masked/B1_tile3_n309_T0.png,T0
B1_tile3_n58,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n58_T0.png,images/Halo/B1_tile3_n58_T0.png,images/RFP1_masked/B1_tile3_n58_T0.png,images/Halo_masked/B1_tile3_n58_T0.png,T0
B1_tile3_n247,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n247_T0.png,images/Halo/B1_tile3_n247_T0.png,images/RFP1_masked/B1_tile3_n247_T0.png,images/Halo_masked/B1_tile3_n247_T0.png,T0
B1_tile2_n358,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n358_T0.png,images/Halo/B1_tile2_n358_T0.png,images/RFP1_masked/B1_tile2_n358_T0.png,images/Halo_masked/B1_tile2_n358_T0.png,T0
B1_tile2_n390,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n390_T0.png,images/Halo/B1_tile2_n390_T0.png,images/RFP1_masked/B1_tile2_n390_T0.png,images/Halo_masked/B1_tile2_n390_T0.png,T0
B1_tile3_n302,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n302_T0.png,images/Halo/B1_tile3_n302_T0.png,images/RFP1_masked/B1_tile3_n302_T0.png,images/Halo_masked/B1_tile3_n302_T0.png,T0
B1_tile3_n116,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n116_T0.png,images/Halo/B1_tile3_n116_T0.png,images/RFP1_masked/B1_tile3_n116_T0.png,images/Halo_masked/B1_tile3_n116_T0.png,T0
B1_tile2_n218,B1,2,Control,10000ms,T0,0,images/RFP1/B1_tile2_n218_T0.png,images/Halo/B1_tile2_n218_T0.png,images/RFP1_masked/B1_tile2_n218_T0.png,images/Halo_masked/B1_tile2_n218_T0.png,T0
B1_tile3_n271,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n271_T0.png,images/Halo/B1_tile3_n271_T0.png,images/RFP1_masked/B1_tile3_n271_T0.png,images/Halo_masked/B1_tile3_n271_T0.png,T0
B1_tile3_n194,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n194_T0.png,images/Halo/B1_tile3_n194_T0.png,images/RFP1_masked/B1_tile3_n194_T0.png,images/Halo_masked/B1_tile3_n194_T0.png,T0
B1_tile3_n40,B1,3,Control,10000ms,T0,0,images/RFP1/B1_tile3_n40_T0.png,images/Halo/B1_tile3_n40_T0.png,images/RFP1_masked/B1_tile3_n40_T0.png,images/Halo_masked/B1_tile3_n40_T0.png,T0
