neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label,label_binary
D24_tile2_n196,APPV717I,APPV717I,DMSO,D24,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D24/A2screenPlate2_D24_2_196.h5,16,T16,15,images/RFP1/D24_tile2_n196_T15.png,images/Halo/D24_tile2_n196_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D1_tile2_n145,APPV717I,APPV717I,DMSO,D1,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D1/A2screenPlate2_D1_2_145.h5,16,T16,15,images/RFP1/D1_tile2_n145_T15.png,images/Halo/D1_tile2_n145_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D11_tile3_n125,APPV717I,APPV717I,DMSO,D11,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D11/A2screenPlate2_D11_3_125.h5,16,T16,15,images/RFP1/D11_tile3_n125_T15.png,images/Halo/D11_tile3_n125_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D22_tile2_n87,APPV717I,APPV717I,DMSO,D22,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D22/A2screenPlate2_D22_2_87.h5,16,T16,15,images/RFP1/D22_tile2_n87_T15.png,images/Halo/D22_tile2_n87_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D2_tile3_n299,APPV717I,APPV717I,DMSO,D2,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D2/A2screenPlate2_D2_3_299.h5,16,T16,15,images/RFP1/D2_tile3_n299_T15.png,images/Halo/D2_tile3_n299_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C6_tile2_n165,APPV717I,APPV717I,DMSO,C6,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C6/A2screenPlate2_C6_2_165.h5,16,T16,15,images/RFP1/C6_tile2_n165_T15.png,images/Halo/C6_tile2_n165_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C1_tile3_n29,APPV717I,APPV717I,DMSO,C1,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C1/A2screenPlate2_C1_3_29.h5,16,T16,15,images/RFP1/C1_tile3_n29_T15.png,images/Halo/C1_tile3_n29_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D2_tile3_n24,APPV717I,APPV717I,DMSO,D2,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D2/A2screenPlate2_D2_3_24.h5,16,T16,15,images/RFP1/D2_tile3_n24_T15.png,images/Halo/D2_tile3_n24_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C4_tile3_n365,APPV717I,APPV717I,DMSO,C4,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C4/A2screenPlate2_C4_3_365.h5,16,T16,15,images/RFP1/C4_tile3_n365_T15.png,images/Halo/C4_tile3_n365_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D12_tile2_n10,APPV717I,APPV717I,DMSO,D12,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D12/A2screenPlate2_D12_2_10.h5,16,T16,15,images/RFP1/D12_tile2_n10_T15.png,images/Halo/D12_tile2_n10_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D6_tile3_n98,APPV717I,APPV717I,DMSO,D6,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D6/A2screenPlate2_D6_3_98.h5,16,T16,15,images/RFP1/D6_tile3_n98_T15.png,images/Halo/D6_tile3_n98_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D7_tile3_n10,APPV717I,APPV717I,DMSO,D7,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D7/A2screenPlate2_D7_3_10.h5,16,T16,15,images/RFP1/D7_tile3_n10_T15.png,images/Halo/D7_tile3_n10_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D1_tile3_n223,APPV717I,APPV717I,DMSO,D1,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D1/A2screenPlate2_D1_3_223.h5,16,T16,15,images/RFP1/D1_tile3_n223_T15.png,images/Halo/D1_tile3_n223_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C21_tile2_n140,APPV717I,APPV717I,DMSO,C21,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C21/A2screenPlate2_C21_2_140.h5,16,T16,15,images/RFP1/C21_tile2_n140_T15.png,images/Halo/C21_tile2_n140_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D7_tile2_n38,APPV717I,APPV717I,DMSO,D7,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D7/A2screenPlate2_D7_2_38.h5,16,T16,15,images/RFP1/D7_tile2_n38_T15.png,images/Halo/D7_tile2_n38_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D3_tile2_n225,APPV717I,APPV717I,DMSO,D3,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D3/A2screenPlate2_D3_2_225.h5,16,T16,15,images/RFP1/D3_tile2_n225_T15.png,images/Halo/D3_tile2_n225_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C9_tile2_n122,APPV717I,APPV717I,DMSO,C9,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C9/A2screenPlate2_C9_2_122.h5,16,T16,15,images/RFP1/C9_tile2_n122_T15.png,images/Halo/C9_tile2_n122_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D8_tile3_n341,APPV717I,APPV717I,DMSO,D8,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D8/A2screenPlate2_D8_3_341.h5,16,T16,15,images/RFP1/D8_tile3_n341_T15.png,images/Halo/D8_tile3_n341_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D1_tile3_n112,APPV717I,APPV717I,DMSO,D1,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D1/A2screenPlate2_D1_3_112.h5,16,T16,15,images/RFP1/D1_tile3_n112_T15.png,images/Halo/D1_tile3_n112_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C23_tile2_n171,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_171.h5,16,T16,15,images/RFP1/C23_tile2_n171_T15.png,images/Halo/C23_tile2_n171_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D10_tile3_n342,APPV717I,APPV717I,DMSO,D10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D10/A2screenPlate2_D10_3_342.h5,16,T16,15,images/RFP1/D10_tile3_n342_T15.png,images/Halo/D10_tile3_n342_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D7_tile3_n4,APPV717I,APPV717I,DMSO,D7,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D7/A2screenPlate2_D7_3_4.h5,16,T16,15,images/RFP1/D7_tile3_n4_T15.png,images/Halo/D7_tile3_n4_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D8_tile3_n133,APPV717I,APPV717I,DMSO,D8,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D8/A2screenPlate2_D8_3_133.h5,16,T16,15,images/RFP1/D8_tile3_n133_T15.png,images/Halo/D8_tile3_n133_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D12_tile2_n47,APPV717I,APPV717I,DMSO,D12,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D12/A2screenPlate2_D12_2_47.h5,16,T16,15,images/RFP1/D12_tile2_n47_T15.png,images/Halo/D12_tile2_n47_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D3_tile3_n1,APPV717I,APPV717I,DMSO,D3,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D3/A2screenPlate2_D3_3_1.h5,16,T16,15,images/RFP1/D3_tile3_n1_T15.png,images/Halo/D3_tile3_n1_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C20_tile3_n22,APPV717I,APPV717I,DMSO,C20,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C20/A2screenPlate2_C20_3_22.h5,16,T16,15,images/RFP1/C20_tile3_n22_T15.png,images/Halo/C20_tile3_n22_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D9_tile3_n269,APPV717I,APPV717I,DMSO,D9,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D9/A2screenPlate2_D9_3_269.h5,16,T16,15,images/RFP1/D9_tile3_n269_T15.png,images/Halo/D9_tile3_n269_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D9_tile3_n297,APPV717I,APPV717I,DMSO,D9,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D9/A2screenPlate2_D9_3_297.h5,16,T16,15,images/RFP1/D9_tile3_n297_T15.png,images/Halo/D9_tile3_n297_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D5_tile3_n74,APPV717I,APPV717I,DMSO,D5,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D5/A2screenPlate2_D5_3_74.h5,16,T16,15,images/RFP1/D5_tile3_n74_T15.png,images/Halo/D5_tile3_n74_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C4_tile3_n332,APPV717I,APPV717I,DMSO,C4,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C4/A2screenPlate2_C4_3_332.h5,16,T16,15,images/RFP1/C4_tile3_n332_T15.png,images/Halo/C4_tile3_n332_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D9_tile2_n1,APPV717I,APPV717I,DMSO,D9,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D9/A2screenPlate2_D9_2_1.h5,16,T16,15,images/RFP1/D9_tile2_n1_T15.png,images/Halo/D9_tile2_n1_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D9_tile2_n6,APPV717I,APPV717I,DMSO,D9,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D9/A2screenPlate2_D9_2_6.h5,16,T16,15,images/RFP1/D9_tile2_n6_T15.png,images/Halo/D9_tile2_n6_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C21_tile2_n81,APPV717I,APPV717I,DMSO,C21,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C21/A2screenPlate2_C21_2_81.h5,16,T16,15,images/RFP1/C21_tile2_n81_T15.png,images/Halo/C21_tile2_n81_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D4_tile3_n96,APPV717I,APPV717I,DMSO,D4,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D4/A2screenPlate2_D4_3_96.h5,16,T16,15,images/RFP1/D4_tile3_n96_T15.png,images/Halo/D4_tile3_n96_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C11_tile3_n334,APPV717I,APPV717I,DMSO,C11,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C11/A2screenPlate2_C11_3_334.h5,16,T16,15,images/RFP1/C11_tile3_n334_T15.png,images/Halo/C11_tile3_n334_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D20_tile3_n111,APPV717I,APPV717I,DMSO,D20,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D20/A2screenPlate2_D20_3_111.h5,16,T16,15,images/RFP1/D20_tile3_n111_T15.png,images/Halo/D20_tile3_n111_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C1_tile3_n254,APPV717I,APPV717I,DMSO,C1,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C1/A2screenPlate2_C1_3_254.h5,16,T16,15,images/RFP1/C1_tile3_n254_T15.png,images/Halo/C1_tile3_n254_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D21_tile2_n28,APPV717I,APPV717I,DMSO,D21,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D21/A2screenPlate2_D21_2_28.h5,16,T16,15,images/RFP1/D21_tile2_n28_T15.png,images/Halo/D21_tile2_n28_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C6_tile3_n195,APPV717I,APPV717I,DMSO,C6,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C6/A2screenPlate2_C6_3_195.h5,16,T16,15,images/RFP1/C6_tile3_n195_T15.png,images/Halo/C6_tile3_n195_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C9_tile3_n98,APPV717I,APPV717I,DMSO,C9,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C9/A2screenPlate2_C9_3_98.h5,16,T16,15,images/RFP1/C9_tile3_n98_T15.png,images/Halo/C9_tile3_n98_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D10_tile3_n99,APPV717I,APPV717I,DMSO,D10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D10/A2screenPlate2_D10_3_99.h5,16,T16,15,images/RFP1/D10_tile3_n99_T15.png,images/Halo/D10_tile3_n99_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D22_tile3_n304,APPV717I,APPV717I,DMSO,D22,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D22/A2screenPlate2_D22_3_304.h5,16,T16,15,images/RFP1/D22_tile3_n304_T15.png,images/Halo/D22_tile3_n304_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
C24_tile2_n87,APPV717I,APPV717I,DMSO,C24,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C24/A2screenPlate2_C24_2_87.h5,16,T16,15,images/RFP1/C24_tile2_n87_T15.png,images/Halo/C24_tile2_n87_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D8_tile3_n31,APPV717I,APPV717I,DMSO,D8,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D8/A2screenPlate2_D8_3_31.h5,16,T16,15,images/RFP1/D8_tile3_n31_T15.png,images/Halo/D8_tile3_n31_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
D23_tile3_n79,APPV717I,APPV717I,DMSO,D23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/D23/A2screenPlate2_D23_3_79.h5,16,T16,15,images/RFP1/D23_tile3_n79_T15.png,images/Halo/D23_tile3_n79_T15.png,10000ms,APPV717I,T16,10000ms_T16,APPV717I_T16,APPV717I_10000ms,APPV717I_10000ms_T16,APPV717I_10000ms_T16,APPV717I,APPV717I
