neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label,label_binary
C23_tile3_n303,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_303.h5,16,T0,0,images/RFP1/C23_tile3_n303_T0.png,images/Halo/C23_tile3_n303_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n9,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_9.h5,16,T0,0,images/RFP1/C23_tile1_n9_T0.png,images/Halo/C23_tile1_n9_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n985,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_985.h5,16,T0,0,images/RFP1/C23_tile1_n985_T0.png,images/Halo/C23_tile1_n985_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n258,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_258.h5,16,T0,0,images/RFP1/C23_tile2_n258_T0.png,images/Halo/C23_tile2_n258_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n371,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_371.h5,16,T0,0,images/RFP1/C23_tile3_n371_T0.png,images/Halo/C23_tile3_n371_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n260,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_260.h5,16,T0,0,images/RFP1/C23_tile3_n260_T0.png,images/Halo/C23_tile3_n260_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n3,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_3.h5,16,T0,0,images/RFP1/C23_tile3_n3_T0.png,images/Halo/C23_tile3_n3_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n21,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_21.h5,16,T0,0,images/RFP1/C23_tile1_n21_T0.png,images/Halo/C23_tile1_n21_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n74,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_74.h5,16,T0,0,images/RFP1/C23_tile2_n74_T0.png,images/Halo/C23_tile2_n74_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n290,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_290.h5,16,T0,0,images/RFP1/C23_tile3_n290_T0.png,images/Halo/C23_tile3_n290_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n235,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_235.h5,16,T0,0,images/RFP1/C23_tile4_n235_T0.png,images/Halo/C23_tile4_n235_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n219,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_219.h5,16,T0,0,images/RFP1/C23_tile3_n219_T0.png,images/Halo/C23_tile3_n219_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n247,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_247.h5,16,T0,0,images/RFP1/C23_tile4_n247_T0.png,images/Halo/C23_tile4_n247_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n365,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_365.h5,16,T0,0,images/RFP1/C23_tile4_n365_T0.png,images/Halo/C23_tile4_n365_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n20,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_20.h5,16,T0,0,images/RFP1/C23_tile4_n20_T0.png,images/Halo/C23_tile4_n20_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n97,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_97.h5,16,T0,0,images/RFP1/C23_tile4_n97_T0.png,images/Halo/C23_tile4_n97_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n42,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_42.h5,16,T0,0,images/RFP1/C23_tile2_n42_T0.png,images/Halo/C23_tile2_n42_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n291,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_291.h5,16,T0,0,images/RFP1/C23_tile4_n291_T0.png,images/Halo/C23_tile4_n291_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n1253,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_1253.h5,16,T0,0,images/RFP1/C23_tile1_n1253_T0.png,images/Halo/C23_tile1_n1253_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n348,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_348.h5,16,T0,0,images/RFP1/C23_tile4_n348_T0.png,images/Halo/C23_tile4_n348_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n3,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_3.h5,16,T0,0,images/RFP1/C23_tile2_n3_T0.png,images/Halo/C23_tile2_n3_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n11,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_11.h5,16,T0,0,images/RFP1/C23_tile3_n11_T0.png,images/Halo/C23_tile3_n11_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n161,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_161.h5,16,T0,0,images/RFP1/C23_tile3_n161_T0.png,images/Halo/C23_tile3_n161_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n61,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_61.h5,16,T0,0,images/RFP1/C23_tile2_n61_T0.png,images/Halo/C23_tile2_n61_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n73,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_73.h5,16,T0,0,images/RFP1/C23_tile2_n73_T0.png,images/Halo/C23_tile2_n73_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n377,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_377.h5,16,T0,0,images/RFP1/C23_tile3_n377_T0.png,images/Halo/C23_tile3_n377_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n634,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_634.h5,16,T0,0,images/RFP1/C23_tile1_n634_T0.png,images/Halo/C23_tile1_n634_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n433,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_433.h5,16,T0,0,images/RFP1/C23_tile1_n433_T0.png,images/Halo/C23_tile1_n433_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n9,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_9.h5,16,T0,0,images/RFP1/C23_tile2_n9_T0.png,images/Halo/C23_tile2_n9_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n154,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_154.h5,16,T0,0,images/RFP1/C23_tile2_n154_T0.png,images/Halo/C23_tile2_n154_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n369,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_369.h5,16,T0,0,images/RFP1/C23_tile3_n369_T0.png,images/Halo/C23_tile3_n369_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n302,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_302.h5,16,T0,0,images/RFP1/C23_tile4_n302_T0.png,images/Halo/C23_tile4_n302_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n75,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_75.h5,16,T0,0,images/RFP1/C23_tile3_n75_T0.png,images/Halo/C23_tile3_n75_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n187,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_187.h5,16,T0,0,images/RFP1/C23_tile2_n187_T0.png,images/Halo/C23_tile2_n187_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n126,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_126.h5,16,T0,0,images/RFP1/C23_tile3_n126_T0.png,images/Halo/C23_tile3_n126_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n238,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_238.h5,16,T0,0,images/RFP1/C23_tile2_n238_T0.png,images/Halo/C23_tile2_n238_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n171,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_171.h5,16,T0,0,images/RFP1/C23_tile2_n171_T0.png,images/Halo/C23_tile2_n171_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n364,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_364.h5,16,T0,0,images/RFP1/C23_tile4_n364_T0.png,images/Halo/C23_tile4_n364_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n191,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_191.h5,16,T0,0,images/RFP1/C23_tile2_n191_T0.png,images/Halo/C23_tile2_n191_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile1_n324,APPV717I,APPV717I,DMSO,C23,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_1_324.h5,16,T0,0,images/RFP1/C23_tile1_n324_T0.png,images/Halo/C23_tile1_n324_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n149,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_149.h5,16,T0,0,images/RFP1/C23_tile3_n149_T0.png,images/Halo/C23_tile3_n149_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n145,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_145.h5,16,T0,0,images/RFP1/C23_tile3_n145_T0.png,images/Halo/C23_tile3_n145_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile3_n50,APPV717I,APPV717I,DMSO,C23,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_3_50.h5,16,T0,0,images/RFP1/C23_tile3_n50_T0.png,images/Halo/C23_tile3_n50_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile2_n69,APPV717I,APPV717I,DMSO,C23,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_2_69.h5,16,T0,0,images/RFP1/C23_tile2_n69_T0.png,images/Halo/C23_tile2_n69_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
C23_tile4_n227,APPV717I,APPV717I,DMSO,C23,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/C23/A2screenPlate2_C23_4_227.h5,16,T0,0,images/RFP1/C23_tile4_n227_T0.png,images/Halo/C23_tile4_n227_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,Pre-stim_T0,Pre-stim_T0
