neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label,label_binary,confidence_class0,confidence_class1,predicted_class
O19_tile4_n201,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_201.h5,16,T0,0,images/RFP1/O19_tile4_n201_T0.png,images/Halo/O19_tile4_n201_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.54519427,0.45480573,0
O19_tile4_n201,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_201.h5,16,T15,15,images/RFP1/O19_tile4_n201_T15.png,images/Halo/O19_tile4_n201_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.32959864,0.67040133,1
O19_tile3_n228,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_228.h5,16,T0,0,images/RFP1/O19_tile3_n228_T0.png,images/Halo/O19_tile3_n228_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.7515952,0.24840477,0
O19_tile3_n228,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_228.h5,16,T15,15,images/RFP1/O19_tile3_n228_T15.png,images/Halo/O19_tile3_n228_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.59259814,0.4074019,0
O19_tile4_n97,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_97.h5,16,T0,0,images/RFP1/O19_tile4_n97_T0.png,images/Halo/O19_tile4_n97_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.85442656,0.14557347,0
O19_tile4_n97,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_97.h5,16,T15,15,images/RFP1/O19_tile4_n97_T15.png,images/Halo/O19_tile4_n97_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.75125957,0.24874042,0
O19_tile4_n86,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_86.h5,16,T0,0,images/RFP1/O19_tile4_n86_T0.png,images/Halo/O19_tile4_n86_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.7057938,0.29420614,0
O19_tile4_n86,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_86.h5,16,T15,15,images/RFP1/O19_tile4_n86_T15.png,images/Halo/O19_tile4_n86_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.57771367,0.42228636,0
O19_tile4_n171,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_171.h5,16,T0,0,images/RFP1/O19_tile4_n171_T0.png,images/Halo/O19_tile4_n171_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.8268287,0.17317128,0
O19_tile4_n171,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_171.h5,16,T15,15,images/RFP1/O19_tile4_n171_T15.png,images/Halo/O19_tile4_n171_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.76793724,0.23206271,0
O19_tile2_n96,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_96.h5,16,T0,0,images/RFP1/O19_tile2_n96_T0.png,images/Halo/O19_tile2_n96_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.01020838,0.98979163,1
O19_tile2_n96,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_96.h5,16,T15,15,images/RFP1/O19_tile2_n96_T15.png,images/Halo/O19_tile2_n96_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.030277316,0.9697226,1
O19_tile4_n107,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_107.h5,16,T0,0,images/RFP1/O19_tile4_n107_T0.png,images/Halo/O19_tile4_n107_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.7014858,0.29851422,0
O19_tile4_n107,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_107.h5,16,T15,15,images/RFP1/O19_tile4_n107_T15.png,images/Halo/O19_tile4_n107_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.29469976,0.7053002,1
O19_tile4_n113,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_113.h5,16,T0,0,images/RFP1/O19_tile4_n113_T0.png,images/Halo/O19_tile4_n113_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.81328386,0.18671611,0
O19_tile4_n113,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_113.h5,16,T15,15,images/RFP1/O19_tile4_n113_T15.png,images/Halo/O19_tile4_n113_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.70920974,0.29079023,0
O19_tile4_n94,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_94.h5,16,T0,0,images/RFP1/O19_tile4_n94_T0.png,images/Halo/O19_tile4_n94_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.76200485,0.23799518,0
O19_tile4_n94,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_94.h5,16,T15,15,images/RFP1/O19_tile4_n94_T15.png,images/Halo/O19_tile4_n94_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.8125956,0.18740435,0
O19_tile4_n50,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_50.h5,16,T0,0,images/RFP1/O19_tile4_n50_T0.png,images/Halo/O19_tile4_n50_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.78843075,0.21156931,0
O19_tile4_n50,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_50.h5,16,T15,15,images/RFP1/O19_tile4_n50_T15.png,images/Halo/O19_tile4_n50_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.5576305,0.4423695,0
O19_tile4_n117,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_117.h5,16,T0,0,images/RFP1/O19_tile4_n117_T0.png,images/Halo/O19_tile4_n117_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.8013856,0.19861439,0
O19_tile4_n117,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_117.h5,16,T15,15,images/RFP1/O19_tile4_n117_T15.png,images/Halo/O19_tile4_n117_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.7389406,0.26105943,0
O19_tile3_n13,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_13.h5,16,T0,0,images/RFP1/O19_tile3_n13_T0.png,images/Halo/O19_tile3_n13_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.8749245,0.12507546,0
O19_tile3_n13,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_13.h5,16,T15,15,images/RFP1/O19_tile3_n13_T15.png,images/Halo/O19_tile3_n13_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.8124831,0.18751694,0
O19_tile2_n11,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_11.h5,16,T0,0,images/RFP1/O19_tile2_n11_T0.png,images/Halo/O19_tile2_n11_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.6584416,0.34155843,0
O19_tile2_n11,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_11.h5,16,T15,15,images/RFP1/O19_tile2_n11_T15.png,images/Halo/O19_tile2_n11_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.34699047,0.65300953,1
O19_tile4_n33,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_33.h5,16,T0,0,images/RFP1/O19_tile4_n33_T0.png,images/Halo/O19_tile4_n33_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.80362576,0.19637428,0
O19_tile4_n33,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_33.h5,16,T15,15,images/RFP1/O19_tile4_n33_T15.png,images/Halo/O19_tile4_n33_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.5246094,0.47539064,0
O19_tile3_n287,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_287.h5,16,T0,0,images/RFP1/O19_tile3_n287_T0.png,images/Halo/O19_tile3_n287_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.8256215,0.17437856,0
O19_tile3_n287,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_287.h5,16,T15,15,images/RFP1/O19_tile3_n287_T15.png,images/Halo/O19_tile3_n287_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.7754393,0.22456068,0
O19_tile3_n9,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_9.h5,16,T0,0,images/RFP1/O19_tile3_n9_T0.png,images/Halo/O19_tile3_n9_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.63956535,0.3604347,0
O19_tile3_n9,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_9.h5,16,T15,15,images/RFP1/O19_tile3_n9_T15.png,images/Halo/O19_tile3_n9_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.7647552,0.2352448,0
O19_tile2_n40,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_40.h5,16,T0,0,images/RFP1/O19_tile2_n40_T0.png,images/Halo/O19_tile2_n40_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.86609626,0.13390374,0
O19_tile2_n40,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_40.h5,16,T15,15,images/RFP1/O19_tile2_n40_T15.png,images/Halo/O19_tile2_n40_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.54108936,0.45891067,0
O19_tile2_n146,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_146.h5,16,T0,0,images/RFP1/O19_tile2_n146_T0.png,images/Halo/O19_tile2_n146_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.7615669,0.23843315,0
O19_tile2_n146,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_146.h5,16,T15,15,images/RFP1/O19_tile2_n146_T15.png,images/Halo/O19_tile2_n146_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.35669705,0.6433029,1
O19_tile3_n18,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_18.h5,16,T0,0,images/RFP1/O19_tile3_n18_T0.png,images/Halo/O19_tile3_n18_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.5893482,0.41065174,0
O19_tile3_n18,APPV717I,APPV717I,DMSO,O19,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_3_18.h5,16,T15,15,images/RFP1/O19_tile3_n18_T15.png,images/Halo/O19_tile3_n18_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.52769274,0.4723073,0
O19_tile4_n204,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_204.h5,16,T0,0,images/RFP1/O19_tile4_n204_T0.png,images/Halo/O19_tile4_n204_T0.png,0ms,APPV717I,T0,0ms_T0,APPV717I_T0,APPV717I_0ms,APPV717I_0ms_T0,APPV717I_T0,unknown,unknown,0.7015836,0.29841644,0
O19_tile4_n204,APPV717I,APPV717I,DMSO,O19,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_4_204.h5,16,T15,15,images/RFP1/O19_tile4_n204_T15.png,images/Halo/O19_tile4_n204_T15.png,0ms,APPV717I,T15,0ms_T15,APPV717I_T15,APPV717I_0ms,APPV717I_0ms_T15,APPV717I_0ms_T16,unknown,unknown,0.43180764,0.56819236,1
O19_tile2_n192,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_192.h5,16,T0,0,images/RFP1/O19_tile2_n192_T0.png,images/Halo/O19_tile2_n192_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.1541472,0.8458528,1
O19_tile2_n192,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_192.h5,16,T15,15,images/RFP1/O19_tile2_n192_T15.png,images/Halo/O19_tile2_n192_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.5340218,0.4659782,0
O19_tile2_n26,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_26.h5,16,T0,0,images/RFP1/O19_tile2_n26_T0.png,images/Halo/O19_tile2_n26_T0.png,10000ms,APPV717I,T0,10000ms_T0,APPV717I_T0,APPV717I_10000ms,APPV717I_10000ms_T0,APPV717I_T0,unknown,unknown,0.77191544,0.2280846,0
O19_tile2_n26,APPV717I,APPV717I,DMSO,O19,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/O19/A2screenPlate2_O19_2_26.h5,16,T15,15,images/RFP1/O19_tile2_n26_T15.png,images/Halo/O19_tile2_n26_T15.png,10000ms,APPV717I,T15,10000ms_T15,APPV717I_T15,APPV717I_10000ms,APPV717I_10000ms_T15,APPV717I_10000ms_T16,unknown,unknown,0.17502555,0.8249744,1
